id,Titel,Satz,Suspense,Fragesatz,Satzlänge
380,Der Untergang des Hauses Usher,"Die Gruft, in der wir ihn beisetzten, war so lange nicht geöffnet worden, daß unsere Fackeln in der drückenden Atmosphäre fast erstickten und uns nur wenig gestatteten, Umschau zu halten.",1,0,30
381,Der Untergang des Hauses Usher,"Die Gruft war eng, dumpfig und ohne jegliche Öffnung, die Licht hätte einlassen können; sie lag in beträchtlicher Tiefe, genau unter dem Teil des Hauses, in dem sich mein eigenes Schlafgemach befand.",1,0,32
382,Der Untergang des Hauses Usher,"Augenscheinlich hatte sie in früheren Zeiten der Feudalherrschaft als Burgverlies übelste Verwendung gefunden und hatte später als Lagerraum für Pulver oder sonst einen leicht entzündlichen Stoff gedient, denn ein Teil ihres Fußbodens sowie das ganze Innere eines langen Bogenganges, von dem aus wir das Gewölbe erreichten, war sorgfältig mit Kupfer bekleidet.",0,0,51
383,Der Untergang des Hauses Usher,Die Tür aus massivem Eisen hatte ähnliche Schutzvorrichtungen.,0,0,8
384,Der Untergang des Hauses Usher,"Ihr ungeheures Gewicht brachte einen ungewöhnlich scharfen kreischenden Laut hervor, als sie sich schwerfällig in den Angeln drehte.",1,0,18
385,Der Untergang des Hauses Usher,"Nachdem wir unsere traurige Bürde an diesem Ort des Grauens auf ein vorbereitetes Gestell niedergesetzt hatten, schoben wir den noch lose aufliegenden Deckel des Sarges ein wenig zur Seite und blickten in das Antlitz der Ruhenden.",0,0,36
386,Der Untergang des Hauses Usher,"Eine verblüffende Ähnlichkeit zwischen Bruder und Schwester fesselte jetzt zum erstenmal meine Aufmerksamkeit, und Usher, der vielleicht meine Gedanken erriet, murmelte ein paar Worte, denen ich entnahm, daß die Verstorbene und er Zwillinge gewesen waren, und daß Sympathien ganz ungewöhnlicher Natur stets zwischen ihnen bestanden hatten.",0,0,46
387,Der Untergang des Hauses Usher,Unsere Blicke ruhten jedoch nicht lange auf der Toten – denn wir konnten sie nicht ohne Ergriffenheit und Grausen betrachten.,1,0,20
388,Der Untergang des Hauses Usher,"Das Leiden, das die Lady so in der Blüte der Jugend ins Grab gebracht, hatte – wie es bei Erkrankungen ausgesprochen kataleptischer Art gewöhnlich der Fall ist – auf Hals und Antlitz so etwas wie eine schwache Röte zurückgelassen und den Lippen ein argwöhnisch lauerndes Lächeln gegeben, das so schrecklich ist bei Toten.",1,0,53
389,Der Untergang des Hauses Usher,"Wir setzten den Deckel wieder auf, schraubten ihn fest, und nachdem wir die Eisentüre wieder verschlossen hatten, nahmen wir mit Mühe unsern Weg hinauf in die kaum weniger düsteren Räumlichkeiten des oberen Stockwerkes.",0,0,33
390,Der Untergang des Hauses Usher,"Und jetzt, nachdem einige Tage bittersten Kummers vergangen waren, trat in der Geistesverwirrung meines Freundes eine merkliche Änderung ein.",1,0,19
391,Der Untergang des Hauses Usher,Sein ganzes Wesen wurde ein anderes.,1,0,6
392,Der Untergang des Hauses Usher,Seine gewöhnlichen Beschäftigungen wurden vernachlässigt oder vergessen.,1,0,7
393,Der Untergang des Hauses Usher,"Er schweifte von Zimmer zu Zimmer mit eiligem, unsicherem und ziellosem Schritt.",1,0,12
394,Der Untergang des Hauses Usher,Die Blässe seines Gesichts war womöglich noch gespenstischer geworden – aber der feurige Glanz seiner Augen war ganz erloschen.,1,0,19
395,Der Untergang des Hauses Usher,"Die gelegentliche Heiserkeit seiner Stimme war nicht mehr zu hören, und ein Zittern und Schwanken, wie von namenlosem Entsetzen, durchbebte gewöhnlich seine Worte.",1,0,23
396,Der Untergang des Hauses Usher,"Es gab in der Tat Zeiten, wo ich vermeinte, sein unablässig arbeitender Geist kämpfe mit irgendeinem drückenden Geheimnis, zu dessen Bekenntnis er nicht den Mut finden könne.",1,0,27
397,Der Untergang des Hauses Usher,"Zu andern Zeiten wieder war ich gezwungen, alles lediglich als Äußerungen seiner seltsamen Krankheit aufzufassen, denn ich sah, wie er stundenlang ins Leere starrte – und zwar mit dem Ausdruck tiefster Aufmerksamkeit, als lauschte er irgendeinem eingebildeten Geräusch.",1,0,38
398,Der Untergang des Hauses Usher,"Es war kein Wunder, daß sein Zustand mich erschreckte, mich ansteckte. ",1,0,11
399,Der Untergang des Hauses Usher,"Ich fühlte, wie sich ganz allmählich, doch unablässig seine seltsamen Wahnvorstellungen, die er mir niemals mitteilte, in mich hineinfraßen.",1,0,19
400,Der Untergang des Hauses Usher,"Es war besonders in der Nacht des siebenten oder achten Tages nach der Bestattung der Lady Magdalen in der Gruft, als ich mich sehr spät zum Schlafen zurückgezogen hatte, daß ich die volle Gewalt dieser Empfindungen erfuhr.",1,0,37
401,Der Untergang des Hauses Usher,"Kein Schlaf nahte sich meinem Lager, während die Stunden träge dahinkrochen.",1,0,11
402,Der Untergang des Hauses Usher,"Ich bemühte mich, der Nervosität, die mich ergriffen hatte, Herr zu werden.",1,0,12
403,Der Untergang des Hauses Usher,"Ich suchte mich zu überzeugen, daß an vielem – wenn nicht an allem –, was ich fühlte, die unheimliche Einrichtung des Gemachs schuld sei;",0,0,24
404,Der Untergang des Hauses Usher,"denn es war unheimlich, wie die dunklen und zerschlissenen Wandteppiche, vom Atem eines nahenden Sturmes bewegt, stoßweise auf- und niederschwankten und gegen die Verzierungen des Bettes raschelten.",1,0,27
405,Der Untergang des Hauses Usher,Aber meine Anstrengungen waren fruchtlos.,1,0,5
406,Der Untergang des Hauses Usher,"Ein nicht abzuschüttelndes Grauen durchbebte meinen Körper, und schließlich hockte auf meinem Herzen ein Alp – ein furchtbarstes Entsetzen.",1,0,19
407,Der Untergang des Hauses Usher,"Mit einem tiefen Atemzug rang ich mich frei aus diesem Bann und setzte mich im Bette auf, ich spähte angestrengt in das undurchdringliche Dunkel des Zimmers und lauschte – wie getrieben von seltsamen instinktiven Ahnungen – auf gewisse dumpfe, unbestimmbare Laute, die, wenn der Sturm schwieg, in langen Zwischenräumen von irgendwoher zu mir drangen.",1,0,54
408,Der Untergang des Hauses Usher,"Überwältigt von unbeschreiblichem Entsetzen, das mir ebenso unerträglich wie unerklärlich schien, warf ich mich hastig in die Kleider (denn ich fühlte, daß ich in dieser Nacht doch keinen Schlaf mehr finden würde) und versuchte, mich aus meinem jammervollen Zustand aufzuraffen, indem ich eilig im Zimmer auf- und abwandelte.",1,0,48
409,Der Untergang des Hauses Usher,"Ich war erst ein paarmal so hin und her gegangen, als ein leichter Tritt auf der benachbarten Treppe meine Aufmerksamkeit erregte.",1,0,21
410,Der Untergang des Hauses Usher,Ich erkannte sogleich Ushers Schritt.,1,0,5
411,Der Untergang des Hauses Usher,Einen Augenblick später klopfte er leise an meine Tür und trat mit einer Lampe in der Hand ein.,1,0,18
412,Der Untergang des Hauses Usher,Sein Gesicht war wie immer leichenhaft blaß – aber schrecklicher war der Ausdruck seiner Augen:,1,0,15
413,Der Untergang des Hauses Usher,wie eine irrsinnige Heiterkeit flammte es aus ihnen – sein ganzes Gebaren zeigte eine mühsam gebändigte hysterische Aufregung.,1,0,18
414,Der Untergang des Hauses Usher,"Sein Ausdruck entsetzte mich – doch alles schien erträglicher als diese fürchterliche Einsamkeit, und ich begrüßte sein Kommen wie eine Erlösung.",1,0,21
415,Der Untergang des Hauses Usher,Und du hast es nicht gesehen?,1,1,6
416,Der Untergang des Hauses Usher,"sagte er unvermittelt, nachdem er einige Augenblicke schweigend um sich geblickt hatte.",1,0,12
417,Der Untergang des Hauses Usher,Du hast es also nicht gesehen?,1,1,6
418,Der Untergang des Hauses Usher,"Doch halt, du sollst!",1,0,4
419,Der Untergang des Hauses Usher,"Mit diesen Worten beschattete er sorgsam seine Lampe und lief dann an eins der Fenster, das er dem Sturm weit öffnete.",1,0,21
420,Der Untergang des Hauses Usher,Die ungeheure Wut des hereinstürmenden Orkans hob uns fast vom Boden empor.,1,0,12
421,Der Untergang des Hauses Usher,"Es war wirklich eine sturmrasende, aber doch sehr schöne Nacht –, eine Nacht, die grausig seltsam war in Schrecken und in Pracht.",1,0,22
422,Der Untergang des Hauses Usher,"Ganz in unserer Nachbarschaft mußte sich ein Wirbelwind erhoben haben, denn die Windstöße änderten häufig ihre Richtung.",1,0,17
423,Der Untergang des Hauses Usher,"Die ungewöhnliche Dichtigkeit der Wolken, die so tief hingen, als lasteten sie auf den Türmen des Hauses, verhinderte nicht die Wahrnehmung, daß sie wie mit bewußter Hast aus allen Richtungen herbeijagten und ineinanderstürzten – ohne aber weiterzuziehen.",1,0,37
424,Der Untergang des Hauses Usher,"Ich sage: selbst ihre ungewöhnliche Dichtigkeit verhinderte uns nicht, dies wahrzunehmen – dennoch erblickten wir keinen Schimmer vom Mond oder von den Sternen – ebensowenig aber einen Blitzstrahl.",1,0,28
425,Der Untergang des Hauses Usher,"Doch die unteren Flächen der jagenden Wolkenmassen und alle umgebenden Dinge draußen im Freien glühten im unnatürlichen Licht eines schwach leuchtenden und deutlich sichtbaren gasartigen Dunstes, der das Haus umgab und einhüllte.",1,0,32
426,Der Untergang des Hauses Usher,Du darfst – du sollst das nicht sehen!,1,0,8
427,Der Untergang des Hauses Usher,"sagte ich schaudernd zu Usher, als ich ihn mit sanfter Gewalt vom Fenster fort zu einem Sessel führte.",0,0,18
428,Der Untergang des Hauses Usher,"Diese Erscheinungen, die dich erschrecken, sind nichts Ungewöhnliches; es sind elektrische Ausstrahlungen – vielleicht auch verdanken sie ihr gespenstisches Dasein der schwülen Ausdünstung des Teiches.",0,0,25
429,Der Untergang des Hauses Usher,Wir wollen das Fenster schließen; die Luft ist kühl und dir sehr unzuträglich.,0,0,13
430,Der Untergang des Hauses Usher,Hier ist eines deiner Lieblingsbücher. ,0,0,5
431,Der Untergang des Hauses Usher,"Ich will vorlesen und du sollst zuhören, und so wollen wir diese fürchterliche Nacht zusammen verbringen.",0,0,16
432,Der Untergang des Hauses Usher,"Der alte Band, den ich zur Hand genommen hatte, war der ›Mad Trist‹ von Sir Launcelot Canning, aber ich hatte ihn mehr in traurigem Scherz als im Ernst Ushers Lieblingsbuch genannt;",0,0,31
433,Der Untergang des Hauses Usher,"denn in Wahrheit ist in seiner ungefügten und phantasielosen Weitschweifigkeit wenig, was für den scharfsinnigen und idealen Geist meines Freundes von Interesse sein konnte.",0,0,24
434,Der Untergang des Hauses Usher,"Es war jedoch das einzige Buch, das ich zur Hand hatte, und ich nährte eine schwache Hoffnung, der aufgeregte Zustand des Hypochonders möge Beruhigung finden (denn die Geschichte geistiger Zerrüttung weist solche Widersprüche auf) in den tollen Übertriebenheiten, die ich lesen wollte. ",0,0,42
435,Der Untergang des Hauses Usher,"Hätte ich wirklich nach der gespannten, ja leidenschaftlichen Aufmerksamkeit schließen dürfen, mit der er mir zuhörte – oder zuzuhören schien –, so hätte ich mir zu dem Erfolg meines Vorhabens Glück wünschen dürfen.",0,0,33
436,Der Untergang des Hauses Usher,"Ich war in der Erzählung bei der allbekannten Stelle angelangt, wo Ethelred, der Held des ›Trist‹, nachdem er vergeblich friedlichen Einlaß in die Hütte des Klausners zu bekommen versucht hatte, sich anschickt, den Eintritt durch Gewalt zu erzwingen.",0,0,38
437,Der Untergang des Hauses Usher,"Hier lautet der Text, wie man sich erinnern wird, so:",0,0,10
438,Der Untergang des Hauses Usher,"Und Ethelred, der von Natur ein mannhaft Herz hatte und der nun, nachdem er den kräftigen Wein getrunken, sich unermeßlich stark fühlte, begnügte sich nicht länger, mit dem Klausner Zwiesprach zu halten, der wirklich voll Trotz und Bosheit war, sondern da er auf seinen Schultern schon den Regen fühlte und den herannahenden Sturm fürchtete, schwang er seinen Streitkolben hoch hinaus und schaffte in den Planken der Tür schnell Raum für seine behandschuhte Hand;",0,0,73
439,Der Untergang des Hauses Usher,"und nun faßte er derb zu und zerkrachte und zerbrach – und riß alles zusammen, daß der Lärm des dürren, dumpf krachenden Holzes durch den ganzen Wald schallte und widerhallte.",1,0,30
440,Der Untergang des Hauses Usher,"Bei Beendigung dieses Satzes fuhr ich auf und hielt mit Lesen inne, denn es schien mir so (obwohl ich sofort überlegte, daß meine erhitzte Phantasie mich getäuscht haben müsse), als kämen aus einem ganz entlegenen Teile des Hauses Geräusche her, die ein vollkommenes sehr fernes Echo hätten sein können von jenem Krachen und Bersten, das Sir Launcelot so charakteristisch beschrieben hatte.",1,0,61
441,Der Untergang des Hauses Usher,"Zweifellos war es nur das Zusammentreffen irgendeines Geräusches mit meinen Worten, das meine Aufmerksamkeit gefesselt hatte.",0,0,16
442,Der Untergang des Hauses Usher,"Denn inmitten des Rüttelns der Fensterläden und der vielfältigen Lärmlaute des anwachsenden Sturmes hatte der Laut an sich sicherlich nichts, was mich interessiert oder gestört haben könnte.",0,0,27
443,Der Untergang des Hauses Usher,"Ich fuhr in der Erzählung fort:
",0,0,6
444,Der Untergang des Hauses Usher,"Aber als der werte Held Ethelred jetzt in die Türe trat, geriet er bald in Wut und Bestürzung, kein Zeichen des boshaften Klausners zu bemerken, sondern statt seiner ein ungeheurer schuppenrasselnder Drachen mit feuriger Zunge, der als Hüter vor einem goldenen Palast mit silbernem Fußboden ruhte.",0,0,46
445,Der Untergang des Hauses Usher,Und an der Mauer hing ein Schild aus schimmerndem Stahl mit der Inschrift:,0,0,13
446,Der Untergang des Hauses Usher,"›Wer hier herein will dringen, den Drachen muß er bezwingen;
Ein Held wird er sein, den Schild sich erringen.‹",0,0,19
447,Der Untergang des Hauses Usher,"Und Ethelred schwang seinen Streitkolben und schmetterte ihn auf den Schädel des Drachen, der zusammenbrach und seinen üblen Odem aufgab, und dieses mit einem so gräßlichen und schrillen und durchdringenden Schrei, daß Ethelred sich gern die Ohren zugehalten hätte vor dem schrecklichen Laut, desgleichen hievor niemalen erhört gewesen war.",1,0,49
448,Der Untergang des Hauses Usher,"Hier hielt ich wieder bestürzt inne – und diesmal mit schauderndem Entsetzen –, denn es konnte kein Zweifel sein, daß ich in diesem Augenblick (wennschon es mir unmöglich war, anzugeben, aus welcher Richtung) einen dumpfen und offenbar entfernten, aber schrillen, langgezogenen, kreischenden Laut vernommen hatte – das vollkommene Gegenstück zu dem unnatürlichen Aufschrei des Drachen, wie der Dichter ihn beschrieb.",1,0,60
449,Der Untergang des Hauses Usher,"Obwohl ich durch dies zweite und höchst seltsame Zusammentreffen erschreckt war und tausend widerstreitende Empfindungen, in denen Erstaunen und äußerstes Entsetzen vorherrschten, mich bestürmten, hatte ich dennoch Geistesgegenwart genug, nicht etwa durch eine diesbezügliche Bemerkung die Nervosität meines Gefährten noch zu steigern.",1,0,42
450,Der Untergang des Hauses Usher,"Ich war keineswegs sicher, daß er die in Frage stehenden Laute vernommen hatte, obgleich allerdings während der letzten Minuten eine sonderbare Veränderung mit ihm vorgegangen war.",1,0,26
451,Der Untergang des Hauses Usher,"Anfänglich hatte er mir gegenüber gesessen, so daß ich ihm voll ins Gesicht sehen konnte;",1,0,15
452,Der Untergang des Hauses Usher,"nach und nach aber hatte er seinen Stuhl so herumgedreht, daß er nun mit dem Gesicht zur Türe schaute.",1,0,19
453,Der Untergang des Hauses Usher,"ch konnte daher seine Züge nur teilweise erblicken, doch sah ich, daß seine Lippen zitterten, als flüstere er leise vor sich hin.",1,0,22
454,Der Untergang des Hauses Usher,"Der Kopf war ihm auf die Brust gesunken, aber ich wußte, daß er nicht schlief, denn sein Profil zeigte mir seine weit und starr geöffneten Augen, und sein Körper bewegte sich unausgesetzt sanft und einförmig hin und her.",1,0,38
455,Der Untergang des Hauses Usher,Dies alles hatte ich mit raschem Blick erfaßt und nahm nun die Erzählung Sir Launcelots wieder auf:,0,0,17
456,Der Untergang des Hauses Usher,"Und nun, da der Held der schrecklichen Wut des Drachen entronnen war und sich des stählernen Schildes erinnerte, dessen Zauber nun gebrochen, räumte er den Kadaver beiseite und schritt über das silberne Pflaster kühn hin zu dem Schild an der Wand.",0,0,41
457,Der Untergang des Hauses Usher,"Der aber wartete nicht, bis er herangekommen war, sondern stürzte zu seinen Füßen auf den Silberboden nieder, mit gewaltig schmetterndem, furchtbar dröhnendem Getöse.",1,0,23
458,Der Untergang des Hauses Usher,"Kaum hatten meine Lippen diese Worte gesprochen, da vernahm ich – als sei in der Tat ein eherner Schild schwer auf einen silbernen Boden gestürzt – deutlich, aber gedämpft, einen metallisch dröhnenden Widerhall.",1,0,33
459,Der Untergang des Hauses Usher,"Gänzlich entnervt sprang ich auf die Füße, aber die taktmäßige Schaukelbewegung Ushers dauerte fort.",1,0,14
460,Der Untergang des Hauses Usher,"Ich stürzte zu dem Stuhl, in dem er saß.",1,0,9
461,Der Untergang des Hauses Usher,"Sein Blick war stier geradeaus gerichtet, und sein Antlitz schien wie zu Stein erstarrt.",1,0,14
462,Der Untergang des Hauses Usher,"Aber als ich die Hand auf seine Schulter legte, befiel ein heftiges Zittern seine ganze Gestalt;",1,0,16
463,Der Untergang des Hauses Usher,"ein krankes Lächeln zuckte um seinen Mund, und ich sah, daß er leise hastend und stotternd vor sich hin murmelte, so, als wisse er nichts von meiner Anwesenheit.",1,0,28
464,Der Untergang des Hauses Usher,"Mich tief zu ihm hinabbeugend, trank ich schließlich den scheußlichen Sinn seiner Worte ein:",1,0,14
465,Der Untergang des Hauses Usher,Es nicht hören?,1,1,3
466,Der Untergang des Hauses Usher,"Oh, ich höre es wohl und
habe
es gehört.",1,0,9
467,Der Untergang des Hauses Usher,"Lange – lange – lange – viele Minuten, viele Stunden, viele Tage habe ich es gehört – aber ich wagte nicht – oh, bedaure mich – elender Schurke, der ich bin! – Ich wagte nicht, ich
wagte
nicht zu reden!
",1,0,40
468,Der Untergang des Hauses Usher,Wir haben sie lebendig ins Grab gelegt!,1,0,7
469,Der Untergang des Hauses Usher,"Sagte ich nicht, meine Sinne seien scharf?",1,1,7
470,Der Untergang des Hauses Usher,"Ich sage dir
jetzt,
daß ich ihre ersten schwachen Bewegungen im dumpfen Sarge hörte.",1,0,14
471,Der Untergang des Hauses Usher,"Ich hörte sie – vor vielen, vielen Tagen schon – dennoch wagte ich nicht –
ich wagte nicht zu reden!",1,0,20
472,Der Untergang des Hauses Usher,Und jetzt,1,0,2
473,Der Untergang des Hauses Usher,heute nacht,1,0,2
474,Der Untergang des Hauses Usher,Ethelred,1,0,1
475,Der Untergang des Hauses Usher,ha!,1,0,1
476,Der Untergang des Hauses Usher,ha!,1,0,1
477,Der Untergang des Hauses Usher,"Das Aufbrechen der Tür des Klausners, und der Todesschrei des Drachen, und das Dröhnen des Schildes!",1,0,16
478,Der Untergang des Hauses Usher,"Sage lieber: das Zerbersten ihres Sarges, und das Kreischen der eisernen Angeln ihres Gefängnisses, und ihr qualvolles Vorwärtskämpfen durch den kupfernen Bogengang des Gewölbes.",1,0,24
479,Der Untergang des Hauses Usher,"Oh, wohin soll ich fliehen?",1,1,5
480,Der Untergang des Hauses Usher,Wird sie nicht gleich hier sein?,1,1,6
481,Der Untergang des Hauses Usher,"Wird sie nicht eilen, um mir meine Eile vorzuwerfen?",1,1,9
482,Der Untergang des Hauses Usher,Hörte ich nicht schon ihren Tritt auf der Treppe?,1,1,9
483,Der Untergang des Hauses Usher,Kann ich nicht schon das schwere und schreckliche Schlagen ihres Herzens vernehmen?,1,1,12
484,Der Untergang des Hauses Usher,Wahnsinniger!,1,0,1
485,Der Untergang des Hauses Usher,"hier sprang er wie rasend auf und kreischte, als wolle er mit diesen Worten seine Seele hinausbrüllen",1,0,17
486,Der Untergang des Hauses Usher,Wahnsinniger!,1,0,1
487,Der Untergang des Hauses Usher,"Ich sage dir, daß sie jetzt draußen vor der Türe steht!",1,0,11
488,Der Untergang des Hauses Usher,"Als läge in der übermenschlichen Kraft dieses Ausrufes die Macht eines Zaubers – so rissen jetzt die riesigen alten Türflügel, auf die der Sprecher hinzeigte, ihre gewaltigen ebenholzenen Kinnladen auf.",1,0,30
489,Der Untergang des Hauses Usher,"Es war das Werk des rasenden Sturmes – aber siehe – draußen vor der Türe stand leibhaftig die hohe, ins Leichentuch gehüllte Gestalt der Lady Magdalen Usher.",1,0,27
490,Der Untergang des Hauses Usher,"Es war Blut auf ihrer weißen Gewandung, und die Spuren eines erbitterten Kampfes waren überall an ihrem abgezehrten Körper zu erkennen.",1,0,21
491,Der Untergang des Hauses Usher,"Einen Augenblick blieb sie zitternd und taumelnd auf der Schwelle stehen – dann fiel sie mit einem leisen schmerzlichen Aufschrei ins Zimmer auf den Körper ihres Bruders – und in ihrem heftigen und nun endgültigen Todeskampf riß sie ihn tot zu Boden – ein Opfer der Schrecken, die er vorausempfunden hatte.",1,0,51
492,Der Untergang des Hauses Usher,Wie verfolgt entfloh ich aus diesem Gemach und diesem Hause.,1,0,10
493,Der Untergang des Hauses Usher,"Draußen tobte das Unwetter in unverminderter Heftigkeit, als ich den alten Teichdamm kreuzte.",1,0,13
494,Der Untergang des Hauses Usher,"Plötzlich schoß ein unheimliches Licht quer über den Pfad, und ich blickte zurück, um zu sehen, woher ein so ungewöhnlicher Glanz kommen könne, denn hinter mir lagen allein das weite Schloß und seine Schatten.",1,0,34
495,Der Untergang des Hauses Usher,"Der Strahl war Mondglanz, und der volle, untergehende, blutrote Mond schien jetzt hell durch den einst kaum wahrnehmbaren Riß, von dem ich bereits früher sagte, daß er vom Dach des Hauses im Zickzack bis zum Erdboden lief.",1,0,37
496,Der Untergang des Hauses Usher,"Während ich hinstarrte, erweiterte sich dieser Riß mit unheimlicher Schnelligkeit; ",1,0,10
497,Der Untergang des Hauses Usher,ein wütender Stoß des Wirbelsturms kam;,1,0,6
498,Der Untergang des Hauses Usher,das volle Rund des Satelliten wurde in dem breit aufgerissenen Spalt sichtbar;,1,0,12
499,Der Untergang des Hauses Usher,"mein Geist wankte, als ich jetzt die gewaltigen Mauern auseinanderbersten sah;",1,0,11
500,Der Untergang des Hauses Usher,"es folgte ein langes tosendes Krachen wie das Getöse von tausend Wasserfällen, und der tiefe und schwarze Teich zu meinen Füßen schloß sich finster und schweigend über den Trümmern des
›Hauses Usher‹.",1,0,32
